design_description,sample_accession,run_accession,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
,SRS4500819,SRR8742903,876441871,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534975,SRP188707,Sorghum bicolor,SRS4500819,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159763,,,,2019/11/21,2019/03/18
,SRS4500818,SRR8742902,802130584,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534974,SRP188707,Sorghum bicolor,SRS4500818,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159764,,,,2019/11/21,2019/03/18
,SRS4500817,SRR8742901,901064779,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534973,SRP188707,Sorghum bicolor,SRS4500817,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159765,,,,2019/11/21,2019/03/18
,SRS4500816,SRR8742900,889771873,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534972,SRP188707,Sorghum bicolor,SRS4500816,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159766,,,,2019/11/21,2019/03/18
,SRS4500815,SRR8742899,898578846,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534971,SRP188707,Sorghum bicolor,SRS4500815,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159767,,,,2019/11/21,2019/03/18
,SRS4500814,SRR8742898,794399152,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534970,SRP188707,Sorghum bicolor,SRS4500814,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159768,,,,2019/11/21,2019/03/18
,SRS4500813,SRR8742897,963895327,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534969,SRP188707,Sorghum bicolor,SRS4500813,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159769,,,,2019/11/21,2019/03/18
,SRS4500812,SRR8742896,782111846,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534968,SRP188707,Sorghum bicolor,SRS4500812,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159771,,,,2019/11/21,2019/03/18
,SRS4500811,SRR8742895,1015303698,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534967,SRP188707,Sorghum bicolor,SRS4500811,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159772,,,,2019/11/21,2019/03/18
,SRS4500810,SRR8742894,832620322,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534966,SRP188707,Sorghum bicolor,SRS4500810,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159773,,,,2019/11/21,2019/03/18
,SRS4500809,SRR8742893,531781078,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534965,SRP188707,Sorghum bicolor,SRS4500809,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159774,,,,2019/11/21,2019/03/18
,SRS4500808,SRR8742892,693278590,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534964,SRP188707,Sorghum bicolor,SRS4500808,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159775,,,,2019/11/21,2019/03/18
,SRS4500807,SRR8742891,1034267041,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534963,SRP188707,Sorghum bicolor,SRS4500807,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159776,,,,2019/11/21,2019/03/18
,SRS4500806,SRR8742890,961384124,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534962,SRP188707,Sorghum bicolor,SRS4500806,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159751,,,,2019/11/21,2019/03/18
,SRS4500805,SRR8742889,918421253,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534961,SRP188707,Sorghum bicolor,SRS4500805,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159752,,,,2019/11/21,2019/03/18
,SRS4500804,SRR8742888,871873176,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534960,SRP188707,Sorghum bicolor,SRS4500804,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159753,,,,2019/11/21,2019/03/18
,SRS4500803,SRR8742887,860009311,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534959,SRP188707,Sorghum bicolor,SRS4500803,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159754,,,,2019/11/21,2019/03/18
,SRS4500802,SRR8742886,1206100372,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534958,SRP188707,Sorghum bicolor,SRS4500802,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159755,,,,2019/11/21,2019/03/18
,SRS4500801,SRR8742885,1127210030,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534957,SRP188707,Sorghum bicolor,SRS4500801,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159756,,,,2019/11/21,2019/03/18
,SRS4500800,SRR8742884,929785094,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534956,SRP188707,Sorghum bicolor,SRS4500800,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159706,,,,2019/11/21,2019/03/18
,SRS4500799,SRR8742883,990524716,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534955,SRP188707,Sorghum bicolor,SRS4500799,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159707,,,,2019/11/21,2019/03/18
,SRS4500798,SRR8742882,994454001,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534954,SRP188707,Sorghum bicolor,SRS4500798,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159708,,,,2019/11/21,2019/03/18
,SRS4500797,SRR8742881,761882323,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534953,SRP188707,Sorghum bicolor,SRS4500797,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159709,,,,2019/11/21,2019/03/18
,SRS4500796,SRR8742880,878682863,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534952,SRP188707,Sorghum bicolor,SRS4500796,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159710,,,,2019/11/21,2019/03/18
,SRS4500795,SRR8742879,960015468,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534951,SRP188707,Sorghum bicolor,SRS4500795,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159712,,,,2019/11/21,2019/03/18
,SRS4500794,SRR8742878,840130794,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534950,SRP188707,Sorghum bicolor,SRS4500794,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159713,,,,2019/11/21,2019/03/18
,SRS4500793,SRR8742877,804916400,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534949,SRP188707,Sorghum bicolor,SRS4500793,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159714,,,,2019/11/21,2019/03/18
,SRS4500792,SRR8742876,1029602823,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534948,SRP188707,Sorghum bicolor,SRS4500792,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159715,,,,2019/11/21,2019/03/18
,SRS4500791,SRR8742875,932774778,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534947,SRP188707,Sorghum bicolor,SRS4500791,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159716,,,,2019/11/21,2019/03/18
,SRS4500790,SRR8742874,898010728,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534946,SRP188707,Sorghum bicolor,SRS4500790,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159717,,,,2019/11/21,2019/03/18
,SRS4500789,SRR8742873,1238957196,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534945,SRP188707,Sorghum bicolor,SRS4500789,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159718,,,,2019/11/21,2019/03/18
,SRS4500788,SRR8742872,610659866,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534944,SRP188707,Sorghum bicolor,SRS4500788,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159719,,,,2019/11/21,2019/03/18
,SRS4500787,SRR8742871,948855498,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534943,SRP188707,Sorghum bicolor,SRS4500787,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159720,,,,2019/11/21,2019/03/18
,SRS4500786,SRR8742870,891353761,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534942,SRP188707,Sorghum bicolor,SRS4500786,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159721,,,,2019/11/21,2019/03/18
,SRS4500785,SRR8742869,808244347,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534941,SRP188707,Sorghum bicolor,SRS4500785,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159722,,,,2019/11/21,2019/03/18
,SRS4500784,SRR8742868,766062652,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534940,SRP188707,Sorghum bicolor,SRS4500784,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159723,,,,2019/11/21,2019/03/18
,SRS4500783,SRR8742867,1192130500,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534939,SRP188707,Sorghum bicolor,SRS4500783,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159724,,,,2019/11/21,2019/03/18
,SRS4500782,SRR8742866,946233995,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534938,SRP188707,Sorghum bicolor,SRS4500782,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159725,,,,2019/11/21,2019/03/18
,SRS4500781,SRR8742865,902092368,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534937,SRP188707,Sorghum bicolor,SRS4500781,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159726,,,,2019/11/21,2019/03/18
,SRS4500780,SRR8742864,736061536,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534936,SRP188707,Sorghum bicolor,SRS4500780,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159727,,,,2019/11/21,2019/03/18
,SRS4500779,SRR8742863,931679450,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534935,SRP188707,Sorghum bicolor,SRS4500779,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159680,,,,2019/11/21,2019/03/18
,SRS4500778,SRR8742862,981514634,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534934,SRP188707,Sorghum bicolor,SRS4500778,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159681,,,,2019/11/21,2019/03/18
,SRS4500777,SRR8742861,878429372,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5534933,SRP188707,Sorghum bicolor,SRS4500777,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159682,,,,2019/11/21,2019/03/18
,SRS4393849,SRR8612691,1791544866,SRA851662,BioCI,Manohar Chakrabarti,SRX5411901,SRP186650,Sorghum bicolor,SRS4393849,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA523862,SAMN10990214,,,,2019/05/03,2019/02/22
,SRS4393843,SRR8612692,1740514368,SRA851662,BioCI,Manohar Chakrabarti,SRX5411900,SRP186650,Sorghum bicolor,SRS4393843,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA523862,SAMN10990208,,,,2019/05/03,2019/02/22
,SRS4393849,SRR8612693,660917646,SRA851662,BioCI,Manohar Chakrabarti,SRX5411899,SRP186650,Sorghum bicolor,SRS4393849,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA523862,SAMN10990214,,,,2019/05/03,2019/02/22
,SRS4393849,SRR8612699,2353045387,SRA851662,BioCI,Manohar Chakrabarti,SRX5411893,SRP186650,Sorghum bicolor,SRS4393849,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA523862,SAMN10990214,,,,2019/05/03,2019/02/22
,SRS4393843,SRR8612706,2603481791,SRA851662,BioCI,Manohar Chakrabarti,SRX5411886,SRP186650,Sorghum bicolor,SRS4393843,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA523862,SAMN10990208,,,,2019/05/03,2019/02/22
,SRS4393843,SRR8612709,2749548314,SRA851662,BioCI,Manohar Chakrabarti,SRX5411883,SRP186650,Sorghum bicolor,SRS4393843,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA523862,SAMN10990208,,,,2019/05/03,2019/02/22
,SRS1884027,SRR5183088,53673553934,SRA513241,Sichuan Academy of Agricultural Sciences; Sichuan ,Yongqun Zhu,SRX2450658,SRP095822,Sorghum bicolor subsp. drummondii,SRS1884027,RNA-Seq,TRANSCRIPTOMIC,PolyA,PAIRED,PRJNA359376,SAMN06190471,,,,2017/04/12,2016/12/29
,SRS1413272,SRR3452728,3250755157,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728711,SRP073986,Sorghum bicolor,SRS1413272,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903825,,,,2016/04/28,2016/04/26
,SRS1413271,SRR3452727,3218704724,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728710,SRP073986,Sorghum bicolor,SRS1413271,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903824,,,,2016/04/28,2016/04/26
,SRS1413270,SRR3452726,3175036239,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728709,SRP073986,Sorghum bicolor,SRS1413270,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903823,,,,2016/04/28,2016/04/26
,SRS1413269,SRR3452725,3292084867,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728708,SRP073986,Sorghum bicolor,SRS1413269,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903822,,,,2016/04/28,2016/04/26
,SRS1413268,SRR3452724,3239414463,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728707,SRP073986,Sorghum bicolor,SRS1413268,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903821,,,,2016/04/28,2016/04/26
,SRS1413267,SRR3452723,3315871412,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728706,SRP073986,Sorghum bicolor,SRS1413267,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903820,,,,2016/04/28,2016/04/26
,SRS1413266,SRR3452722,3223683668,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728705,SRP073986,Sorghum bicolor,SRS1413266,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903819,,,,2016/04/28,2016/04/26
,SRS1413264,SRR3452721,3137735986,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728704,SRP073986,Sorghum bicolor,SRS1413264,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903818,,,,2016/04/28,2016/04/26
,SRS1413265,SRR3452720,3318819370,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728703,SRP073986,Sorghum bicolor,SRS1413265,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903817,,,,2016/04/28,2016/04/26
,SRS1413263,SRR3452719,3300599044,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728702,SRP073986,Sorghum bicolor,SRS1413263,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903816,,,,2016/04/28,2016/04/26
,SRS1413261,SRR3452718,3223437999,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728701,SRP073986,Sorghum bicolor,SRS1413261,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903815,,,,2016/04/28,2016/04/26
,SRS1413262,SRR3452717,3373119545,SRA420501,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX1728700,SRP073986,Sorghum bicolor,SRS1413262,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA319738,SAMN04903814,,,,2016/04/28,2016/04/26
RNA-seq of Sorghum bicolor with drought tolerant genotype grown under drought-stress or no-stress control environment,ERS737678,ERR886716,3270568964,ERA440712,ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS),European Nucleotide Archive,ERX966119,ERP010515,Sorghum bicolor,ERS737678,RNA-Seq,TRANSCRIPTOMIC,RANDOM,PAIRED,PRJEB9413,SAMEA3401527,,,,2015/10/23,2015/10/21
RNA-seq of Sorghum bicolor with drought tolerant genotype grown under drought-stress or no-stress control environment,ERS737677,ERR886715,3834719969,ERA440712,ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS),European Nucleotide Archive,ERX966118,ERP010515,Sorghum bicolor,ERS737677,RNA-Seq,TRANSCRIPTOMIC,RANDOM,PAIRED,PRJEB9413,SAMEA3401526,,,,2015/10/23,2015/10/21
,SRS907075,SRR1976144,2126648275,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992356,SRP057095,Sorghum bicolor,SRS907075,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480665,,,,2017/03/28,2015/04/13
,SRS907072,SRR1976141,2124916621,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992352,SRP057095,Sorghum bicolor,SRS907072,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480660,,,,2017/03/28,2015/04/13
,SRS907067,SRR1976138,1781855633,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992347,SRP057095,Sorghum bicolor,SRS907067,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480657,,,,2017/03/28,2015/04/13
,SRS907063,SRR1976135,1866787726,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992342,SRP057095,Sorghum bicolor,SRS907063,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480654,,,,2017/03/28,2015/04/13
,SRS907058,SRR1976132,1731518520,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992339,SRP057095,Sorghum bicolor,SRS907058,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480651,,,,2017/03/28,2015/04/13
,SRS907055,SRR1976127,1874226632,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992334,SRP057095,Sorghum bicolor,SRS907055,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480646,,,,2017/03/28,2015/04/13
,SRS907050,SRR1976123,1435912618,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992328,SRP057095,Sorghum bicolor,SRS907050,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480640,,,,2017/03/28,2015/04/13
,SRS907047,SRR1976120,1800997727,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992324,SRP057095,Sorghum bicolor,SRS907047,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03480637,,,,2017/03/28,2015/04/13
,SRS907044,SRR1976116,1523312994,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992321,SRP057095,Sorghum bicolor,SRS907044,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470250,,,,2017/03/28,2015/04/13
,SRS907040,SRR1976113,1734227907,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992316,SRP057095,Sorghum bicolor,SRS907040,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470245,,,,2017/03/28,2015/04/13
,SRS907034,SRR1976110,1058532829,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992310,SRP057095,Sorghum bicolor,SRS907034,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470235,,,,2017/03/28,2015/04/13
,SRS907032,SRR1976107,1768136708,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992307,SRP057095,Sorghum bicolor,SRS907032,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470222,,,,2017/03/28,2015/04/13
,SRS907030,SRR1976105,1651366579,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992303,SRP057095,Sorghum bicolor,SRS907030,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470215,,,,2017/03/28,2015/04/13
,SRS907024,SRR1976101,1357368150,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992298,SRP057095,Sorghum bicolor,SRS907024,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470213,,,,2017/03/28,2015/04/13
,SRS907021,SRR1976098,1698000340,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992295,SRP057095,Sorghum bicolor,SRS907021,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470211,,,,2017/03/28,2015/04/13
,SRS907018,SRR1976095,1786424538,SRA258388,M.S.Swaminathan Research Foundation,Suja George,SRX992292,SRP057095,Sorghum bicolor,SRS907018,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA276167,SAMN03470209,,,,2017/03/28,2015/04/13
Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239305,ERR266128,374391067,ERA208090,"National Bureau of Plant Genetic Resources, New De",ArrayExpress,ERX240648,ERP002522,Sorghum bicolor,ERS239305,RNA-Seq,TRANSCRIPTOMIC,RANDOM,SINGLE,PRJEB1849,SAMEA2065629,,,,2014/05/14,2014/08/12
Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239304,ERR266129,449970914,ERA208090,"National Bureau of Plant Genetic Resources, New De",ArrayExpress,ERX240647,ERP002522,Sorghum bicolor,ERS239304,RNA-Seq,TRANSCRIPTOMIC,RANDOM,SINGLE,PRJEB1849,SAMEA2065628,,,,2014/05/14,2014/08/12
Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239303,ERR266127,415274994,ERA208090,"National Bureau of Plant Genetic Resources, New De",ArrayExpress,ERX240646,ERP002522,Sorghum bicolor,ERS239303,RNA-Seq,TRANSCRIPTOMIC,RANDOM,SINGLE,PRJEB1849,SAMEA1969582,,,,2014/05/14,2014/08/12
Drought-responsive small RNAs in Sorghum bicolor (L.) Moench,ERS239302,ERR266130,373368895,ERA208090,"National Bureau of Plant Genetic Resources, New De",ArrayExpress,ERX240645,ERP002522,Sorghum bicolor,ERS239302,RNA-Seq,TRANSCRIPTOMIC,RANDOM,SINGLE,PRJEB1849,SAMEA2065467,,,,2014/05/14,2014/08/12
,SRS269136,SRR358900,790526317,SRA047355,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX103385,SRP009100,Sorghum bicolor,SRS269136,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,PRJNA149413,SAMN00744436,,,,2015/10/25,2014/06/17
